faq_id,question_date,atomic_id,question,answer,l1_category,l2_category,source_l2_category_1,source_l2_category_2,source_l2_category_3,l3_category_1,l3_category_2,l3_count
23188,2010-01-01,23188_A01,《蟑螂博物學》ISBN 9789862162651 被分類為387.13 軟甲綱是否正確？,非常感謝 臺端的指教。蟑螂與海蟑螂，雖然字面都有『蟑螂』兩字，生物類別上也誼屬『同『門』兄弟』（同屬於節肢動物門），但牠們在『血緣上』並不那麼『親』－ 前者屬昆蟲綱，後者屬軟甲綱，顯非同『綱』動物。本館目錄將《蟑螂博物學》（ISBN 9789862162651）乙書分入《中文圖書分類法》『387.13 軟甲綱』類下，而與『『蝦』兵『蟹』將』同列，確有點『亂點鴻鵠譜』直把『馮京』當『馬涼』了，顯有疏失之處。我們會依 臺端建議加以訂正。,分類法,類號判定與選擇,類號判定與選擇,,,候選類號比較與適用範圍,類目意義與既有類號解讀,2
23189,2010-01-01,23189_A01,以《中國圖書分類法》（增訂8版）為分類工具，有關泛論癌症或介紹多種癌症之文獻，應分入何類號？,《中國圖書分類法》（增訂8版）原編有類目『415.271 癌』，作為癌症總論或各種癌症彙編等文獻標引之用。,分類法,類號判定與選擇,類號判定與選擇,,,單一主題類號判定,,1
23191,2010-01-01,23191_A01,柯孜昇等編著之《Rhinoceros電腦輔助工業設計與製造》應歸入何種類號？,應先分入《中國圖書分類法》（增訂7版）類號『440.029』（電腦輔助設計與製造），屏東科技大學圖書館分類標引應屬正確。至於其他圖書館分類標引為『402.9』，似乎並不正確，亦不知出自何據？,分類法,類號判定與選擇,類號判定與選擇,,,單一主題類號判定,候選類號比較與適用範圍,2
23192,2010-01-01,23192_A01,增訂《中國圖書分類法》『460 化學工業』之下位類：『460.2 化工過程』、『460.21 化工裝置設計』、『460.22 單元操作』、『460.23 程序控制』等子目之意義為何？,化工過程或化工程序（chemical processes）主要內容包括化工裝置設計、單元操作、反應工程、程序設計等。茲參考吳和生等編著《化學工程概論》一書，將相關類目之意義略釋如下：1.1 單元操作（unit operations）：指化工製造過程中偏重物理現象之處理，包括流體輸送、加熱、冷卻、吸收、萃取、蒸餾、乾燥、過濾等。1.2 單元程序（unit processes）或程序控制：指化工製造中偏重化學現象之處理，包括氧化、氫化、鹹化、氯化、聚合等過程。1.3 反應工程：指研討物性、化學、物理平衡、可行性的化工熱力學與探討反應速率的化學動力學。1.4 程序設計：包括操作費用及設備成本的評估及最適化、流程圖準備與繪製、設備設計方法建立（蒸發器、燃燒爐、熱交換器、反應器、分離槽）、各種程序設計軟體應用（CAD等）、工業上實際應用。,分類法,類號判定與選擇,分類法版本與分類工具,類號判定與選擇,,類目意義與既有類號解讀,,1
23194,2010-01-01,23194_A02,有關‘商品、行銷’的文獻，是否還有其他的相關類目？,除了前述類目外，並無其他相關的類目。,分類法,類號判定與選擇,類號判定與選擇,,,候選類號比較與適用範圍,,1
23195,2010-01-01,23195_A01,核醫照影技術文獻是否應歸入「418.95 放射線療法」類？,有關核醫照影技術，以分入《中圖法》「415.216 X光診斷；放射線攝影術」類為宜。,分類法,類號判定與選擇,類號判定與選擇,,,候選類號比較與適用範圍,,1
23195,2010-01-01,23195_A02,醫用放射物理學文獻是否應歸入「418.95 放射線療法」類？,有關醫用放射物理學，以分入《中圖法》「415.216 放射線療法」類為宜。,分類法,類號判定與選擇,類號判定與選擇,,,候選類號比較與適用範圍,,1
23196,2010-01-01,23196_A01,家庭醫學的圖書應分入《中國圖書分類法》的「410.26 醫學手冊」類或「429 家庭衛生」類嗎？,根據《中國圖書分類法》，有關家庭醫學的文獻，分入「410.26 醫學手冊」類或「429 家庭衛生」類均可。唯如分入家庭衛生類（429），則更能彰顯該類文獻編輯之特色。分入醫學手冊類時，可透過複分組配方式得出「410.26 醫學手冊」類；分入家庭衛生類時，若文獻體裁具手冊、便覽或常識彙編性質，可進一步以「026 手冊」複分，分入「429.026 家庭衛生手冊」類。,分類法,類號判定與選擇,類號判定與選擇,複分與號碼組合,,候選類號比較與適用範圍,,1
23198,2010-01-01,23198_A01,「400.16 廢物處理技術」與「445.97 廢棄物處理及其利用」兩類目有何差異？,按此二類目之含意，基本是相同的，因此二者只能選其一適用之。分析起來，將廢棄物處理編列於應用科學總論之下，係一種權宜作法，並未注意及類目組織的邏輯性與關聯性。至於，較晚新增之「445.97 廢棄物處理及其利用」類，顯然已注意及類目組織的問題。,分類法,類號判定與選擇,類號判定與選擇,,,候選類號比較與適用範圍,,1
23198,2010-01-01,23198_A02,應如何選擇適用「400.16 廢物處理技術」或「445.97 廢棄物處理及其利用」？,如考慮類目組織因素，似乎以採用後者以標引入藏文獻，當可顧及類表編制及解決標引工作之問題矣。,分類法,類號判定與選擇,類號判定與選擇,,,候選類號比較與適用範圍,,1
23200,2010-01-01,23200_A01,請問有關於[電力調度規則(規範)]的書籍，應入何類？,一、檢閱《電工法規》、《電工規則》等相關文獻，並未檢獲形式上有名為“電力調度規則”之法令，亦未查獲實質上與電力調度規範有關之資料。唯覈按提問文意，應與電工專業法規有關迨無疑義。 二、有關專業法規之分類原則：依據文獻分類一般原理及《中國圖書分類法》「582.9 各類法規」類目注釋之要旨：各類法規以分入各類為宜，唯專業圖書館則可集中於法律類，俾發揮專業服務之職能，以突顯其特色。 三、依據上一條指示，經查《中圖法》「448 電氣工程」類，並未設立電工法規相關類目，唯可經由類目組配途徑以謀求解決之。試說明解決步驟如下：首先將該類文獻分入《中圖法》「448 電氣工程」類；其次再進行「023 法令；規則」複分；第三經由前述兩個步驟，將主類號與複分號碼組配起來，即標引出完整之分類號碼：「448.023」。而言個類號即代表「電工法規」類。,分類法,類號判定與選擇,類號判定與選擇,複分與號碼組合,,單一主題類號判定,,1
23201,2010-01-01,23201_A01,類號445.1都市設計與575.1市政計劃有何不同?,一、都市設計(City Planning; Town Planning)：係指就一定地區內有關都市活動、交通動線、建築與構造物之配置、造型與外觀、開放空間、都市景觀等事項予以規劃設計，以塑造都市風格，並提昇生活品質為目標。 二、市政計畫：係指針對市政所涉及之民政、社會福利、勞工、教育、財政、建設、工務、國宅、地政、兵役等各方面加以計畫而言，其目的在於推動市政建設、促進都市發展、增進人民生活。 三、兩類異同：總上所述，都市設計比較偏重都市營建、都市建築、市政工程方面，即工程、營造、維修方面。而市政計畫則涉及市政之全部，都市計畫只是其中一個環節而已，比較偏重管理、監督、經費等方面。,分類法,類號判定與選擇,類號判定與選擇,,,候選類號比較與適用範圍,,1
23202,2010-01-01,23202_A01,《中國圖書分類法》448.6 電子工程類下之 448.65 半導體及其他電子裝置子目與 448.8 無線電工學類下之 448.878 其他電子裝置；半導體子目有何區別？,兩者基本上無區別，含義上基本相同。主要差別在於編訂者不同：前者為賴永祥先生原先編訂，後者為國立中央圖書館（國家圖書館前身）增補和調整。實際使用時，貴館如擬沿用國家圖書館之編目資料，或與國家圖書館擬做書目交換，可選擇後者。,分類法,類號判定與選擇,類號判定與選擇,,,候選類號比較與適用範圍,類目意義與既有類號解讀,2
23203,2010-01-01,23203_A01,有關‘電力調度規則（規範）’之書籍，應分入《中國圖書分類法》什麼類目？,有關‘電力調度規則’或‘電力調度規範’之書籍，覈按其內容性質應屬電工法規類之文獻。依內容主題之學科屬性及文獻形式特徵，應分入《中國圖書分類法》448.023 電工法規類。撰者按《中圖法》並未設電工法規相關類目，分類標引時可利用類目複分加以解決。其法，係先將文獻分入'448 電機工程'類，然後再按總論複分'023 法令；規則'加以複分，經組配後產生'448.023'這組號碼，即可以之標引電工法規文獻。前述號碼分析起來，類號'448'表'電機工程'類之意，複分號'023'表'法令、規則'之意，兩相組配即表'448.023 電工法規'之意。,分類法,類號判定與選擇,類號判定與選擇,複分與號碼組合,,單一主題類號判定,,1
23204,2010-01-01,23204_A01,「菸酒管理」如指有關菸酒的管制，應分入《中國圖書分類法》哪一類目？,《中國圖書分類法》「548.83 嗜酒」類。,分類法,類號判定與選擇,類號判定與選擇,,,單一主題類號判定,,1
23204,2010-01-01,23204_A02,「菸酒管理」如指有關菸酒業的經營管理，應分入《中國圖書分類法》哪兩類？,《中圖法》「481.7 酒業」、「482.5 煙業」兩類，可提供選用。,分類法,類號判定與選擇,類號判定與選擇,,,候選類號比較與適用範圍,,1
